,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
4252,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,18,5657,42735
4253,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35045
4254,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,37815
4255,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,40050
4256,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,31185
4257,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,53775
4258,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,37140
4259,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26540
4260,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,30600
4261,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,52815
4262,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,53475
4263,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,56235
4264,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,40070
4265,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,50050
4266,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,31905
4267,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35330
4268,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26840
4269,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,34165
4270,Ford,F-150,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,58885
4271,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,35895
4272,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,35870
4273,Ford,F-150,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,62310
4274,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,34790
4275,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,18,5657,43490
4276,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,32210
4277,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,36565
4278,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,31485
4279,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,40365
4280,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,33055
4281,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,38215
4282,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,40065
4283,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42725
4284,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,31710
4285,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,18,5657,45845
4286,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,38325
4287,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,50350
4288,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,42425
4289,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,55940
4290,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42425
4291,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,34025
4292,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,40635
4293,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,38250
4294,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35630
4295,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,52515
4296,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,44540
4297,Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,46895
4298,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,31710
4299,Ford,F-150,2017,regular unleaded,450.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,15,5657,51310
4300,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,56260
4301,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,40070
4302,Ford,F-150,2017,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,59600
4303,Ford,F-150,2017,regular unleaded,450.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,15,5657,48325
4304,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,40365
4305,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,46895
4306,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26540
4307,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,36565
4308,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,31905
4309,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,44540
4310,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,18,5657,45845
4311,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,38325
4312,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,31185
4313,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,40065
4314,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,53704
4315,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,54004
4316,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,35055
4317,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,52835
4318,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,42425
4319,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,56555
4320,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35630
4321,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,34165
4322,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,31485
4323,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,35895
4324,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,50280
4325,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,38215
4326,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,35870
4327,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42425
4328,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26840
4329,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35330
4330,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,18,5657,43490
4331,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,32210
4332,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42725
4333,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,50580
4334,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,25,18,5657,37140
4335,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,34790
4336,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,30600
4337,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,34025
4338,Ford,F-150,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,63025
4339,Ford,F-150,2017,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,38250
4340,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,40635
4341,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,22,15,5657,53135
4342,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3104
4343,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,2862
4344,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3433
4345,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3215
4346,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3059
4347,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3214
4348,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3241
4349,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,2956
4350,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3394
4351,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,2836
4352,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,2529
4353,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,2577
4354,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,2787
4355,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3008
4356,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3156
4357,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,17,12,5657,3431
4358,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,3338
4359,Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,18,13,5657,3138
4360,Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,18,13,5657,3096
4361,Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,18,13,5657,3535
4362,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,13,5657,3733
4363,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,13,5657,3487
4364,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,16,13,5657,3269
4365,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,2843
4366,Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,18,13,5657,3395
4367,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,13,5657,3099
4368,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,16,13,5657,3471
4369,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,3199
4370,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,2817
4371,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,13,5657,3223
4372,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,16,13,5657,3764
4373,Ford,F-250,1998,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Large,Extended Cab Pickup,16,13,5657,3822
4374,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,3251
4375,Ford,F-250,1999,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3550
4376,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,12,5657,3269
4377,Ford,F-250,1999,regular unleaded,220.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,15,12,5657,4078
4378,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,3241
4379,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,12,5657,3583
4380,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,Large,Extended Cab Pickup,16,12,5657,3542
4381,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,3560
4382,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,2922
4383,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,3188
4384,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,12,5657,3192
4385,Ford,F-250,1999,regular unleaded,220.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,15,12,5657,3878
4386,Ford,F-250,1999,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,17,12,5657,3752
4387,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,Large,Extended Cab Pickup,16,12,5657,3572
4388,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,Large,Extended Cab Pickup,16,12,5657,3908
4389,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,5657,2923
4390,Ferrari,F12 Berlinetta,2013,premium unleaded (required),731.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,16,11,2774,315888
4391,Ferrari,F12 Berlinetta,2014,premium unleaded (required),731.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,16,11,2774,315888
4392,Ferrari,F12 Berlinetta,2015,premium unleaded (required),731.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,16,11,2774,319995
4393,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,173079
4394,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,211525
4395,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,234945
4396,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,184309
4397,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,201213
4398,Ferrari,F430,2008,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,199054
4399,Ferrari,F430,2008,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,217310
4400,Ferrari,F430,2008,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,228447
4401,Ferrari,F430,2008,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,186925
4402,Ferrari,F430,2009,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,200054
4403,Ferrari,F430,2009,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,218310
4404,Ferrari,F430,2009,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,187925
4405,Ferrari,F430,2009,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,16,11,2774,229447
4406,Ford,Festiva,1991,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,30,5657,2000
4407,Ford,Festiva,1992,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,30,5657,2000
4408,Ford,Festiva,1993,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,30,5657,2000
4409,Ferrari,FF,2014,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Large,Coupe,16,11,2774,295000
4410,Ferrari,FF,2015,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Large,Coupe,16,11,2774,295000
4411,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,5657,18405
4412,Ford,Fiesta,2015,regular unleaded,197.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,5657,21435
4413,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,5657,15685
4414,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,28,5657,16085
4415,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,5657,14455
4416,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,28,5657,14855
4417,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,28,5657,18805
4418,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,14880
4419,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,16110
4420,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,18830
4421,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,15810
4422,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,14580
4423,Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,18530
4424,Ford,Fiesta,2016,regular unleaded,197.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,26,5657,21460
4425,Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,15660
4426,Ford,Fiesta,2017,regular unleaded,120.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,27,5657,19420
4427,Ford,Fiesta,2017,regular unleaded,197.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,26,5657,21610
4428,Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,5657,14430
4429,Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,14130
4430,Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,15360
4431,Ford,Fiesta,2017,regular unleaded,120.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,36,27,5657,19120
4432,Pontiac,Firebird,2000,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr Hatchback,28,17,210,4677
4433,Pontiac,Firebird,2000,regular unleaded,305.0,8.0,UNKNOWN,rear wheel drive,2.0,Midsize,2dr Hatchback,23,15,210,6175
